edad,tipo_empresa,peso_final,max_nivel_educ,agnos_educacion,estado_civil,ocupacion,relacion_jhogar,ciudadania,sexo,ganancia_cap,perdida_cap,hrs_sem,comuna,net60mn
38,emprendedor,403391,universitaria,13,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,60,Vitacura,0
44,empresa privada,367749,universitaria,13,nunca casado-a,profesional c-especialidad,sin familia,chileno,mujer,0,0,45,Machali,0
24,empresa privada,128487,universitaria,13,nunca casado-a,administrativo,sin familia,chileno,mujer,0,0,40,Vitacura,0
32,serv publico nacional,111363,postitulo,15,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,75,Vitacura,1
49,empresa privada,240869,8voBasico,4,nunca casado-a,otros servicios,otro parentezco,chileno,hombre,0,0,35,Vitacura,0
36,empresa privada,163278,magister,14,nunca casado-a,profesional c-especialidad,sin familia,chileno,mujer,0,0,40,Vitacura,0
31,empresa privada,416415,educ media completa,9,separado-a,administrativo,sin familia,chileno,hombre,0,0,45,Vitacura,0
46,?,280030,6toBasico,3,casado-a,?,esposo,chileno,hombre,0,0,40,Machali,0
46,empresa privada,251243,univ incompleta,10,divorciado-a,ejecutivo gerencial,sin familia,chileno,mujer,0,0,40,Vitacura,0
46,serv publico municipal,167159,univ incompleta,10,casado-a,servicios seguridad,esposo,chileno,hombre,0,0,70,Vitacura,1
29,empresa privada,161857,educ media completa,9,casado-pareja-ausente,otros servicios,sin familia,otro,mujer,0,0,40,Concepcion,0
37,empresa privada,160035,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,0
44,?,190205,8voBasico,4,casado-a,?,esposo,chileno,hombre,0,0,25,Vitacura,0
28,?,161290,univ incompleta,10,nunca casado-a,?,hijo-a,pueblo originario,mujer,0,0,40,Vitacura,0
28,emprendedor,112403,universitaria,13,nunca casado-a,servicios seguridad,hijo-a,chileno,hombre,0,0,40,Vitacura,0
48,empresa privada,238726,educ media completa,9,viudo-a,administrativo,soltero,chileno,mujer,0,0,40,Vitacura,0
52,empresa privada,164530,3roMedio,7,divorciado-a,operador maquinaria-inspector,sin familia,pueblo originario,mujer,0,0,20,Vitacura,0
19,empresa privada,456572,educ media completa,9,nunca casado-a,agricultor-pescador,otro parentezco,chileno,hombre,0,0,35,Vitacura,0
31,emprendedor,177675,universitaria,13,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,40,Vitacura,1
47,empresa privada,246739,universitaria,13,casado-a,ejecutivo gerencial,esposo,chileno,hombre,99999,0,55,Vitacura,1
37,empresa privada,102953,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,0
22,?,224238,univ incompleta,10,nunca casado-a,?,hijo-a,chileno,hombre,0,0,2,Vitacura,0
46,empresa privada,155489,bachiller univ,12,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,44,Vitacura,1
51,emprendedor,156802,educ media completa,9,casado-a,agricultor-pescador,esposo,chileno,hombre,3103,0,60,Vitacura,1
50,empresa privada,168212,magister,14,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,1902,45,Vitacura,1
38,empresa privada,331395,8voBasico,4,casado-a,agricultor-pescador,esposo,chileno,hombre,3942,0,84,Nunoa,0
40,serv publico municipal,261497,educ media completa,9,casado-a,mantenedor-reparador,esposo,pueblo originario,hombre,0,0,35,Vitacura,0
58,empresa privada,365511,univ incompleta,10,divorciado-a,operador maquinaria-inspector,sin familia,otro,hombre,0,0,40,Machali,0
36,empresa privada,187999,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,1
26,serv publico municipal,190350,universitaria,13,nunca casado-a,profesional c-especialidad,hijo-a,pueblo originario,mujer,0,0,35,Vitacura,0
17,?,166759,4toMedio,8,nunca casado-a,?,hijo-a,chileno,mujer,0,0,40,Vitacura,0
49,empresa privada,168262,2doMedio,6,divorciado-a,otros servicios,sin familia,chileno,hombre,0,0,48,Vitacura,0
39,serv publico nacional,122011,magister,14,casado-a,profesional c-especialidad,esposa,chileno,mujer,5178,0,38,Vitacura,1
46,empresa privada,165953,universitaria,13,casado-a,administrativo,esposo,chileno,hombre,0,0,45,Vitacura,1
26,empresa privada,375980,educ media completa,9,separado-a,ventas,soltero,pueblo originario,mujer,0,0,37,Vitacura,0
40,serv publico regional,406463,magister,14,nunca casado-a,soporte tecnico,sin familia,chileno,mujer,0,0,40,Vitacura,0
53,serv publico nacional,231472,doctorado,16,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,40,Vitacura,1
60,emprendedor,78913,univ incompleta,10,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,50,Vitacura,0
28,empresa privada,69107,educ media completa,9,casado-a,reponedor-aseador,esposo,pueblo originario,hombre,0,0,40,Vitacura,0
22,?,182387,univ incompleta,10,nunca casado-a,?,sin familia,extranjero,mujer,0,0,12,Pirque,0
31,empresa privada,169002,educ media completa,9,casado-a,reponedor-aseador,esposo,chileno,hombre,0,0,55,Vitacura,0
45,empresa privada,229967,educ media completa,9,divorciado-a,ejecutivo gerencial,sin familia,chileno,hombre,13550,0,50,Vitacura,1
34,empresa privada,422836,educ media completa,9,divorciado-a,profesional c-especialidad,soltero,chileno,hombre,0,0,40,Machali,0
27,serv publico nacional,230922,magister,14,nunca casado-a,ejecutivo gerencial,sin familia,chileno,hombre,0,0,40,Colina,0
40,empresa privada,195892,univ incompleta,10,divorciado-a,chofer-mudanza,sin familia,pueblo originario,mujer,0,0,40,Vitacura,0
68,empresa privada,163346,educ media completa,9,viudo-a,operador maquinaria-inspector,sin familia,chileno,mujer,0,0,32,Vitacura,0
51,empresa privada,82566,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,50,Vitacura,0
55,empresa privada,86505,educ media completa,9,casado-a,soporte tecnico,esposo,chileno,hombre,0,0,20,Vitacura,0
43,empresa privada,178780,bachiller univ,12,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,45,Vitacura,1
23,serv publico nacional,173945,universitaria,13,nunca casado-a,profesional c-especialidad,hijo-a,chileno,mujer,0,0,27,Vitacura,0
48,empresa privada,176810,educ media completa,9,casado-a,otros servicios,esposo,chileno,hombre,0,0,40,Vitacura,0
42,empresario,23813,univ incompleta,10,casado-a,profesional c-especialidad,esposo,isleno,hombre,2885,0,30,Vitacura,0
51,empresario,210736,educ media completa,9,nunca casado-a,ejecutivo gerencial,sin familia,chileno,hombre,10520,0,40,Vitacura,1
32,empresa privada,343789,educ media completa,9,casado-a,operador maquinaria-inspector,esposo,chileno,hombre,5013,0,55,Vitacura,0
34,empresa privada,113838,univ incompleta,10,casado-a,ventas,esposo,chileno,hombre,0,0,45,Vitacura,1
31,serv publico municipal,121055,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,70,Vitacura,1
71,?,52171,8voBasico,4,divorciado-a,?,soltero,chileno,hombre,0,0,45,Vitacura,0
17,empresa privada,566049,2doMedio,6,nunca casado-a,otros servicios,hijo-a,chileno,hombre,0,0,8,Vitacura,0
37,empresa privada,67433,educ media completa,9,casado-a,administrativo,esposa,chileno,mujer,0,0,40,Vitacura,1
26,empresa privada,39014,4toMedio,8,casado-a,servicios privados p-hogar,esposa,otro,mujer,0,0,40,Coquimbo,0
17,empresa privada,51939,3roMedio,7,nunca casado-a,ventas,hijo-a,chileno,mujer,0,0,15,Vitacura,0
34,empresa privada,100669,universitaria,13,casado-a,chofer-mudanza,esposo,extranjero,hombre,0,0,40,Vitacura,1
46,empresa privada,155659,3roMedio,7,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,1902,40,Vitacura,1
33,empresa privada,112847,educ media completa,9,casado-a,chofer-mudanza,esposo,extranjero,hombre,0,0,40,?,0
41,serv publico municipal,32185,magister,14,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,40,Vitacura,1
59,empresa privada,138370,2doMedio,6,casado-pareja-ausente,servicios seguridad,sin familia,extranjero,hombre,0,0,40,Talca,0
50,emprendedor,172281,educ media completa,9,casado-a,ejecutivo gerencial,esposo,chileno,hombre,7688,0,50,Vitacura,1
46,empresa privada,180505,educ media completa,9,casado-a,operador maquinaria-inspector,esposo,pueblo originario,hombre,0,0,40,Vitacura,0
45,empresa privada,168262,magister,14,divorciado-a,profesional c-especialidad,sin familia,chileno,hombre,0,0,40,Vitacura,0
27,empresa privada,85126,educ media completa,9,nunca casado-a,operador maquinaria-inspector,sin familia,chileno,mujer,0,0,40,Vitacura,0
31,empresa privada,113838,universitaria,13,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,50,Vitacura,0
32,empresa privada,197457,educ media completa,9,divorciado-a,soporte tecnico,soltero,chileno,mujer,1471,0,38,Vitacura,0
28,empresa privada,197905,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,50,Vitacura,0
32,empresa privada,316589,universitaria,13,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,40,Vitacura,1
36,empresa privada,336367,bachiller univ,12,nunca casado-a,ejecutivo gerencial,soltero,chileno,hombre,0,0,50,Vitacura,0
39,empresario,143123,tecnico no-univ,11,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,2415,40,Vitacura,1
23,empresa privada,209955,educ media completa,9,nunca casado-a,mantenedor-reparador,sin familia,chileno,hombre,0,0,40,Vitacura,0
44,empresa privada,210013,educ media completa,9,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,40,Vitacura,1
37,empresa privada,224541,univ incompleta,10,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,40,Vitacura,0
36,empresa privada,275653,8voBasico,4,casado-pareja-ausente,operador maquinaria-inspector,soltero,chileno,mujer,2977,0,40,La Serena,0
45,empresa privada,88061,3roMedio,7,casado-pareja-ausente,operador maquinaria-inspector,soltero,extranjero,mujer,0,0,40,Iquique,0
43,serv publico regional,195897,educ media completa,9,casado-a,agricultor-pescador,esposo,chileno,hombre,7298,0,40,Vitacura,1
49,empresa privada,43206,postitulo,15,nunca casado-a,profesional c-especialidad,sin familia,chileno,mujer,0,0,55,Vitacura,1
37,empresa privada,202950,educ media completa,9,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,40,Vitacura,1
26,empresa privada,154093,educ media completa,9,nunca casado-a,chofer-mudanza,hijo-a,pueblo originario,hombre,0,0,40,Vitacura,0
34,empresa privada,112115,postitulo,15,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,1977,55,Vitacura,1
51,empresa privada,355954,univ incompleta,10,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,60,Vitacura,1
24,empresa privada,379418,univ incompleta,10,nunca casado-a,administrativo,sin familia,chileno,mujer,0,0,40,Vitacura,0
67,emprendedor,286372,universitaria,13,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,40,Vitacura,0
40,empresa privada,48087,educ media completa,9,casado-a,ventas,esposo,chileno,hombre,7298,0,45,Vitacura,1
32,empresa privada,387270,educ media completa,9,casado-a,ventas,esposa,chileno,mujer,0,0,40,Vitacura,1
21,empresa privada,270043,univ incompleta,10,nunca casado-a,otros servicios,hijo-a,chileno,mujer,0,0,16,Vitacura,0
39,emprendedor,65738,univ incompleta,10,casado-a,otros servicios,esposa,chileno,mujer,0,0,15,Vitacura,1
33,empresa privada,159888,3roMedio,7,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,0
48,empresa privada,278039,educ media completa,9,divorciado-a,ventas,sin familia,chileno,hombre,0,0,60,Vitacura,0
21,empresa privada,265434,univ incompleta,10,nunca casado-a,profesional c-especialidad,hijo-a,chileno,mujer,0,0,30,Vitacura,0
68,empresario,52052,tecnico no-univ,11,viudo-a,ventas,sin familia,chileno,mujer,25124,0,50,Vitacura,1
24,empresa privada,208882,educ media completa,9,nunca casado-a,mantenedor-reparador,sin familia,pueblo originario,hombre,0,0,40,Vitacura,0
24,empresa privada,229393,3roMedio,7,nunca casado-a,agricultor-pescador,soltero,chileno,hombre,2463,0,40,Vitacura,0
23,empresa privada,53513,universitaria,13,nunca casado-a,ejecutivo gerencial,hijo-a,chileno,mujer,0,0,45,Vitacura,0
40,empresa privada,225193,educ media completa,9,casado-a,reponedor-aseador,esposo,chileno,hombre,0,0,63,Vitacura,0
48,empresa privada,166809,universitaria,13,casado-pareja-ausente,ejecutivo gerencial,sin familia,chileno,mujer,0,0,50,Vitacura,1
42,emprendedor,175674,educ media completa,9,casado-a,ventas,esposo,chileno,hombre,0,0,60,Vitacura,0
45,serv publico regional,368947,universitaria,13,nunca casado-a,servicios seguridad,sin familia,pueblo originario,mujer,0,0,40,Vitacura,0
31,empresa privada,194901,educ media completa,9,casado-a,ventas,esposo,chileno,hombre,0,0,50,Vitacura,1
53,empresa privada,203173,tecnico no-univ,11,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,45,Vitacura,0
25,empresa privada,267431,universitaria,13,nunca casado-a,profesional c-especialidad,hijo-a,pueblo originario,mujer,0,0,55,Vitacura,0
32,empresa privada,111836,univ incompleta,10,casado-a,otros servicios,esposo,pueblo originario,hombre,0,0,50,Vitacura,0
34,empresa privada,198613,3roMedio,7,casado-a,ventas,esposo,chileno,hombre,0,0,25,?,0
41,empresario,149102,universitaria,13,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,35,Vitacura,1
57,serv publico municipal,121111,educ media completa,9,divorciado-a,administrativo,soltero,chileno,mujer,0,0,40,Vitacura,0
25,empresa privada,130397,2doMedio,6,nunca casado-a,agricultor-pescador,soltero,isleno,hombre,0,0,40,Vitacura,0
40,empresa privada,212847,univ incompleta,10,casado-a,operador maquinaria-inspector,esposo,chileno,hombre,0,2179,40,Vitacura,0
17,empresa privada,184198,3roMedio,7,nunca casado-a,ventas,hijo-a,chileno,mujer,0,0,13,Vitacura,0
17,empresa privada,121287,1roMedio,5,nunca casado-a,mantenedor-reparador,hijo-a,chileno,hombre,0,0,40,Vitacura,0
82,empresario,120408,univ incompleta,10,viudo-a,ventas,sin familia,chileno,hombre,0,0,20,Vitacura,0
40,empresa privada,164678,bachiller univ,12,divorciado-a,profesional c-especialidad,soltero,chileno,mujer,0,0,32,Vitacura,0
26,empresa privada,388812,univ incompleta,10,nunca casado-a,ventas,sin familia,pueblo originario,hombre,0,0,35,Vitacura,0
37,empresa privada,294919,univ incompleta,10,divorciado-a,chofer-mudanza,sin familia,chileno,hombre,0,0,40,Vitacura,0
25,empresa privada,101684,2doMedio,6,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,40,Vitacura,0
65,empresa privada,36209,2doMedio,6,casado-a,reponedor-aseador,esposo,chileno,hombre,0,0,22,Vitacura,1
39,empresa privada,123983,universitaria,13,divorciado-a,ventas,sin familia,extranjero,hombre,0,0,40,Frutillar,0
36,emprendedor,340001,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,0
37,emprendedor,203828,educ media completa,9,casado-a,ventas,esposo,chileno,hombre,0,0,45,Vitacura,0
23,empresa privada,183789,educ media completa,9,nunca casado-a,ventas,hijo-a,chileno,hombre,0,0,40,Vitacura,0
34,empresa privada,305619,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,1
63,emprendedor,174181,universitaria,13,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,20,Vitacura,0
59,empresa privada,131869,educ media completa,9,viudo-a,otros servicios,sin familia,chileno,mujer,0,0,35,Vitacura,0
49,emprendedor,43479,univ incompleta,10,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,0
62,?,203126,1roMedio,5,nunca casado-a,?,soltero,chileno,mujer,0,0,40,Coquimbo,0
17,empresa privada,118792,3roMedio,7,nunca casado-a,ventas,hijo-a,chileno,mujer,0,0,9,Vitacura,0
28,empresa privada,272913,2doMedio,6,casado-a,reponedor-aseador,esposo,chileno,hombre,0,0,30,Machali,0
45,serv publico regional,222011,universitaria,13,casado-a,reponedor-aseador,esposo,chileno,hombre,0,0,40,Vitacura,0
40,empresario,301007,universitaria,13,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,60,Vitacura,0
45,empresa privada,197731,educ media completa,9,casado-a,operador maquinaria-inspector,esposo,chileno,hombre,0,0,40,Vitacura,0
20,empresa privada,173736,1roMedio,5,nunca casado-a,operador maquinaria-inspector,hijo-a,chileno,hombre,0,0,40,Vitacura,0
19,?,182590,2doMedio,6,nunca casado-a,?,sin familia,chileno,mujer,0,0,38,Vitacura,0
59,serv publico municipal,93211,universitaria,13,casado-a,ejecutivo gerencial,esposa,chileno,mujer,0,0,22,Vitacura,1
41,empresa privada,24763,educ media completa,9,divorciado-a,chofer-mudanza,soltero,chileno,hombre,7443,0,40,Vitacura,0
49,serv publico municipal,219021,univ incompleta,10,divorciado-a,ejecutivo gerencial,soltero,chileno,hombre,0,0,48,Vitacura,1
37,empresa privada,137229,tecnico no-univ,11,divorciado-a,ventas,sin familia,chileno,hombre,0,0,45,Vitacura,1
31,emprendedor,281030,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,45,Vitacura,0
21,empresa privada,234108,univ incompleta,10,nunca casado-a,reponedor-aseador,hijo-a,chileno,hombre,0,0,40,Vitacura,0
27,empresa privada,46868,universitaria,13,nunca casado-a,soporte tecnico,sin familia,chileno,mujer,0,0,15,Vitacura,0
20,?,162667,educ media completa,9,nunca casado-a,?,otro parentezco,chileno,hombre,0,0,40,Llanquihue,0
51,empresa privada,173291,educ media completa,9,divorciado-a,otros servicios,sin familia,chileno,mujer,0,0,40,Vitacura,0
46,empresa privada,305160,4toBasico,2,casado-a,reponedor-aseador,esposo,chileno,hombre,0,0,40,Machali,0
48,empresa privada,212954,univ incompleta,10,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,60,Vitacura,1
39,serv publico municipal,112284,magister,14,divorciado-a,profesional c-especialidad,sin familia,chileno,mujer,0,0,40,Vitacura,0
50,empresa privada,164198,bachiller univ,12,casado-a,reponedor-aseador,esposo,pueblo originario,hombre,15024,0,45,Vitacura,1
41,empresa privada,152958,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,1
21,empresa privada,145389,univ incompleta,10,nunca casado-a,profesional c-especialidad,sin familia,chileno,mujer,0,0,25,Vitacura,0
54,empresario,119570,bachiller univ,12,casado-a,ventas,esposo,chileno,hombre,0,0,50,Vitacura,1
40,empresa privada,272343,educ media completa,9,casado-a,administrativo,esposa,chileno,mujer,0,0,40,Vitacura,1
44,empresa privada,187720,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,41,Vitacura,0
50,empresa privada,145409,educ media completa,9,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,50,Vitacura,1
42,empresa privada,208726,univ incompleta,10,divorciado-a,ejecutivo gerencial,soltero,chileno,mujer,0,0,45,Vitacura,0
34,empresa privada,203488,educ media completa,9,nunca casado-a,mantenedor-reparador,sin familia,chileno,hombre,0,0,40,Vitacura,0
46,empresa privada,330416,univ incompleta,10,casado-a,administrativo,esposo,chileno,hombre,0,0,40,Vitacura,0
35,empresa privada,25803,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,0
38,empresa privada,171150,bachiller univ,12,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,40,Vitacura,1
37,empresa privada,82576,postitulo,15,divorciado-a,profesional c-especialidad,sin familia,chileno,hombre,14084,0,36,Vitacura,1
30,empresa privada,329425,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,0
22,empresa privada,185452,universitaria,13,nunca casado-a,ejecutivo gerencial,hijo-a,chileno,mujer,0,0,40,Vitacura,0
21,empresa privada,201179,educ media completa,9,nunca casado-a,administrativo,hijo-a,chileno,hombre,0,0,40,Vitacura,0
40,empresa privada,182268,prescolar,1,casado-pareja-ausente,administrativo,hijo-a,chileno,hombre,0,0,40,Vitacura,0
56,emprendedor,95763,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,55,Vitacura,0
48,empresa privada,125892,1roMedio,5,casado-a,operador maquinaria-inspector,esposo,chileno,hombre,0,0,40,Punta Arenas,0
21,empresa privada,121407,tecnico no-univ,11,nunca casado-a,otros servicios,hijo-a,chileno,mujer,0,0,36,Vitacura,0
52,empresa privada,373367,3roMedio,7,viudo-a,mantenedor-reparador,sin familia,chileno,hombre,0,0,40,Vitacura,0
60,serv publico municipal,165982,magister,14,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,50,Vitacura,1
45,empresa privada,165484,doctorado,16,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,50,Vitacura,1
30,empresa privada,156890,educ media completa,9,casado-a,operador maquinaria-inspector,esposo,chileno,hombre,0,0,45,Vitacura,0
31,empresa privada,156763,educ media completa,9,casado-a,ventas,esposo,chileno,hombre,2829,0,40,Vitacura,0
43,empresa privada,244172,educ media completa,9,casado-a,operador maquinaria-inspector,esposo,chileno,hombre,0,0,35,?,0
36,empresa privada,219814,1roMedio,5,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,35,Puyehue,0
42,empresa privada,171841,postitulo,15,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,60,Vitacura,0
28,serv publico municipal,168524,magister,14,casado-a,profesional c-especialidad,esposa,chileno,mujer,7688,0,35,Vitacura,1
62,empresa privada,205643,postitulo,15,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,45,Vitacura,1
65,?,174904,educ media completa,9,separado-a,?,sin familia,chileno,mujer,0,0,40,Vitacura,0
45,empresa privada,102559,tecnico no-univ,11,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Copiapo,1
47,empresa privada,60267,universitaria,13,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,38,Vitacura,1
43,empresa privada,388725,bachiller univ,12,casado-a,ventas,esposo,chileno,hombre,0,0,40,Vitacura,0
24,empresa privada,215712,univ incompleta,10,nunca casado-a,otros servicios,sin familia,chileno,hombre,0,0,35,Vitacura,0
44,empresa privada,171722,educ media completa,9,separado-a,otros servicios,soltero,chileno,mujer,0,0,39,Vitacura,0
25,empresa privada,193051,educ media completa,9,nunca casado-a,ejecutivo gerencial,hijo-a,chileno,hombre,0,0,25,Vitacura,0
21,empresa privada,305446,univ incompleta,10,nunca casado-a,ejecutivo gerencial,sin familia,chileno,hombre,0,0,40,Vitacura,0
29,empresa privada,146949,tecnico no-univ,11,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,43,Vitacura,0
21,empresa privada,322144,univ incompleta,10,nunca casado-a,otros servicios,sin familia,chileno,hombre,0,0,40,Vitacura,0
41,empresario,75742,postitulo,15,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,45,Llanquihue,1
64,?,380687,universitaria,13,casado-a,?,esposa,pueblo originario,mujer,0,0,8,Vitacura,0
55,emprendedor,95149,univ incompleta,10,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,99,Vitacura,0
42,empresa privada,68469,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,0
63,emprendedor,27653,educ media completa,9,casado-a,agricultor-pescador,esposo,chileno,hombre,0,0,35,Vitacura,0
21,empresa privada,410439,univ incompleta,10,nunca casado-a,ventas,hijo-a,chileno,hombre,0,0,24,Vitacura,0
28,empresa privada,37821,tecnico no-univ,11,nunca casado-a,ventas,soltero,chileno,mujer,0,0,55,?,0
45,empresa privada,228570,educ media completa,9,casado-a,ventas,esposa,chileno,mujer,0,0,35,Vitacura,0
21,empresa privada,141453,educ media completa,9,nunca casado-a,otros servicios,hijo-a,chileno,mujer,0,0,40,Vitacura,0
34,empresa privada,88215,magister,14,casado-a,profesional c-especialidad,esposa,extranjero,mujer,0,0,40,Frutillar,1
53,empresa privada,48641,4toMedio,8,nunca casado-a,otros servicios,sin familia,otro,mujer,0,0,35,Vitacura,0
45,empresa privada,185385,educ media completa,9,casado-a,operador maquinaria-inspector,esposo,chileno,hombre,0,0,40,Vitacura,0
47,empresa privada,341471,educ media completa,9,divorciado-a,servicios privados p-hogar,sin familia,chileno,mujer,0,0,4,Vitacura,0
41,empresa privada,163322,3roMedio,7,divorciado-a,ejecutivo gerencial,soltero,chileno,mujer,0,0,36,Vitacura,0
35,empresa privada,99357,universitaria,13,casado-a,ejecutivo gerencial,esposa,chileno,mujer,0,1977,30,Vitacura,1
43,empresario,602513,magister,14,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,50,Vitacura,1
53,serv publico municipal,287192,4toBasico,2,casado-a,otros servicios,esposo,chileno,hombre,0,0,32,Machali,0
34,empresa privada,215047,univ incompleta,10,nunca casado-a,ejecutivo gerencial,sin familia,chileno,hombre,0,0,45,Vitacura,0
46,serv publico regional,97863,tecnico no-univ,11,casado-a,administrativo,esposo,chileno,hombre,5178,0,40,Vitacura,1
59,empresa privada,308118,bachiller univ,12,viudo-a,ejecutivo gerencial,sin familia,chileno,mujer,0,0,40,Vitacura,1
53,empresa privada,137192,universitaria,13,divorciado-a,ejecutivo gerencial,soltero,extranjero,hombre,0,0,50,Vitacura,0
33,empresa privada,275369,8voBasico,4,separado-a,reponedor-aseador,sin familia,pueblo originario,hombre,0,0,35,Castro,0
45,empresa privada,99971,educ media completa,9,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,50,Vitacura,0
48,empresario,103713,magister,14,casado-a,ventas,esposo,chileno,hombre,0,0,40,Vitacura,1
42,empresa privada,253770,univ incompleta,10,divorciado-a,administrativo,soltero,chileno,mujer,0,0,40,Vitacura,0
55,empresa privada,162205,educ media completa,9,casado-a,chofer-mudanza,esposo,chileno,hombre,5178,0,72,Vitacura,1
46,emprendedor,31267,educ media completa,9,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,50,Vitacura,0
17,empresa privada,198146,3roMedio,7,nunca casado-a,ventas,hijo-a,chileno,mujer,0,0,16,Vitacura,0
23,empresa privada,178207,univ incompleta,10,nunca casado-a,reponedor-aseador,soltero,isleno,mujer,0,0,35,Vitacura,0
21,empresa privada,317175,educ media completa,9,nunca casado-a,chofer-mudanza,sin familia,chileno,hombre,0,0,60,Vitacura,0
53,serv publico regional,221791,educ media completa,9,divorciado-a,mantenedor-reparador,sin familia,pueblo originario,hombre,0,0,40,Vitacura,0
61,empresario,187124,educ media completa,9,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,20,Vitacura,1
58,serv publico nacional,280519,educ media completa,9,divorciado-a,otros servicios,hijo-a,pueblo originario,hombre,0,0,40,Vitacura,0
36,empresa privada,207568,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,50,Vitacura,0
45,serv publico municipal,192684,univ incompleta,10,divorciado-a,administrativo,soltero,pueblo originario,mujer,0,0,38,Vitacura,0
39,empresa privada,103260,universitaria,13,casado-a,mantenedor-reparador,esposa,chileno,mujer,0,0,30,Vitacura,1
39,empresa privada,191227,universitaria,13,divorciado-a,ejecutivo gerencial,sin familia,chileno,mujer,13550,0,50,Vitacura,1
48,empresario,382242,doctorado,16,casado-a,ejecutivo gerencial,esposa,chileno,mujer,0,0,40,Vitacura,1
41,empresa privada,106900,universitaria,13,casado-a,soporte tecnico,esposo,chileno,hombre,0,0,38,Vitacura,0
30,empresa privada,48520,bachiller univ,12,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,2002,40,Vitacura,0
50,empresa privada,55527,bachiller univ,12,divorciado-a,mantenedor-reparador,sin familia,pueblo originario,hombre,0,0,45,Vitacura,0
